,timestamp,hero,villain,market,line,line_type,price,hero_score,villain_score
259,2022-11-04 16:22:07.969848,Vienna Timberwolves,BC Vienna,SPREAD,16.5,underdog,-120,,
260,2022-11-04 16:22:07.969848,BC Vienna,Vienna Timberwolves,WIN,,,-2500,,
261,2022-11-04 16:22:07.969848,Vienna Timberwolves,BC Vienna,WIN,,,+700,,
262,2022-11-04 16:22:07.969848,BC Vienna,Vienna Timberwolves,TOTAL,16.5,underdog,-120,,
263,2022-11-04 16:22:07.969848,Vienna Timberwolves,BC Vienna,TOTAL,16.5,underdog,-120,,
264,2022-11-04 16:22:08.087455,Fürstenfeld Panthers,Flyers Wels,SPREAD,18.5,favorite,-115,,
265,2022-11-04 16:22:08.087455,Flyers Wels,Fürstenfeld Panthers,SPREAD,18.5,favorite,-125,,
266,2022-11-04 16:22:08.087455,Fürstenfeld Panthers,Flyers Wels,WIN,,,+850,,
267,2022-11-04 16:22:08.087455,Flyers Wels,Fürstenfeld Panthers,WIN,,,-2500,,
268,2022-11-04 16:22:08.087455,Fürstenfeld Panthers,Flyers Wels,TOTAL,18.5,favorite,-120,,
269,2022-11-04 16:22:08.087455,Flyers Wels,Fürstenfeld Panthers,TOTAL,18.5,favorite,-120,,
270,2022-11-04 16:22:08.206016,Klosterneuburg Dukes,BBC Nord Dragonz,SPREAD,4.0,underdog,-125,,
271,2022-11-04 16:22:08.206016,BBC Nord Dragonz,Klosterneuburg Dukes,SPREAD,4.0,underdog,-115,,
272,2022-11-04 16:22:08.206016,Klosterneuburg Dukes,BBC Nord Dragonz,WIN,,,-205,,
273,2022-11-04 16:22:08.206016,BBC Nord Dragonz,Klosterneuburg Dukes,WIN,,,+148,,
274,2022-11-04 16:22:08.206016,Klosterneuburg Dukes,BBC Nord Dragonz,TOTAL,4.0,underdog,-120,,
275,2022-11-04 16:22:08.206016,BBC Nord Dragonz,Klosterneuburg Dukes,TOTAL,4.0,underdog,-120,,
276,2022-11-04 16:22:08.325082,Swans Gmunden,SKN Saint Pölten,SPREAD,9.5,underdog,-120,,
277,2022-11-04 16:22:08.325082,SKN Saint Pölten,Swans Gmunden,SPREAD,9.5,underdog,-120,,
278,2022-11-04 16:22:08.325082,Swans Gmunden,SKN Saint Pölten,WIN,,,-550,,
279,2022-11-04 16:22:08.325082,SKN Saint Pölten,Swans Gmunden,WIN,,,+300,,
280,2022-11-04 16:22:08.325082,Swans Gmunden,SKN Saint Pölten,TOTAL,9.5,underdog,-120,,
281,2022-11-04 16:22:08.325082,SKN Saint Pölten,Swans Gmunden,TOTAL,9.5,underdog,-120,,
282,2022-11-04 16:22:08.446597,Traiskirchen Lions,UBSC Graz,SPREAD,10.0,favorite,-125,,
283,2022-11-04 16:22:08.446597,UBSC Graz,Traiskirchen Lions,SPREAD,10.0,favorite,-115,,
284,2022-11-04 16:22:08.446597,Traiskirchen Lions,UBSC Graz,WIN,,,+350,,
285,2022-11-04 16:22:08.446597,UBSC Graz,Traiskirchen Lions,WIN,,,-600,,
286,2022-11-04 16:22:08.446597,Traiskirchen Lions,UBSC Graz,TOTAL,10.0,favorite,-125,,
287,2022-11-04 16:22:08.446597,UBSC Graz,Traiskirchen Lions,TOTAL,10.0,favorite,-115,,
